makespan time indicator criteria
2180 0.001990301 number dist
1860 0.0008016 number number
1900 0.000925999 number number
2600 0.002718901 number number
1860 0.0008832 dist dist
1860 0.0008391 number dist
2340 0.001951 number dist
2260 0.002263499 dist dist
2400 0.0026741 number dist
1960 0.0008403 number dist
1900 0.0008397 number dist
1960 0.0017909 dist dist
2440 0.002921399 number number
2100 0.0017508 dist dist
2320 0.001721899 dist number
1900 0.0009441 dist number
1900 0.0008053 number dist
2280 0.001569601 number dist
1860 0.000888299 dist dist
2280 0.001939799 number number
2040 0.0011215 number number
1900 0.001136901 dist number
1860 0.0008174 number dist
2160 0.0018088 dist dist
2060 0.001275599 number dist
1860 0.0007946 dist dist
1900 0.0008121 number number
2120 0.0013291 dist dist
2220 0.0019256 number dist
1900 0.000835901 number number
1900 0.0009139 dist dist
1860 0.000869299 dist dist
1860 0.000812901 number number
2340 0.002242601 number number
1920 0.0008089 dist dist
2160 0.001896701 dist number
1860 0.001101499 number dist
1860 0.001231199 number dist
2020 0.0014175 number number
2400 0.002413899 number number
1980 0.000902401 dist number
1900 0.000891101 number number
2080 0.0015113 dist dist
1940 0.000829499 number dist
2320 0.002655 dist dist
2400 0.0027548 dist dist
1900 0.000931199 dist dist
1900 0.0010332 number dist
2220 0.0019001 dist dist
1960 0.0010046 dist dist
1860 0.0007958 number dist
2000 0.001258301 dist number
2280 0.0024241 dist number
1860 0.0008413 number dist
2100 0.001666901 dist dist
1840 0.0007716 dist dist
1900 0.0009404 dist dist
2280 0.002239299 dist dist
2360 0.002766601 number dist
1860 0.000789701 number dist
2400 0.0020697 number number
2160 0.0014376 dist number
1860 0.0007931 number dist
1900 0.0008151 dist dist
1860 0.000823701 number dist
2600 0.0027711 number dist
2460 0.0031259 number dist
1860 0.000800001 number dist
2260 0.002114499 number number
2400 0.0024547 number dist
2100 0.001474099 number number
1940 0.0009925 number number
2400 0.0029123 number dist
2060 0.001671 dist number
2280 0.002044201 number dist
1900 0.000883901 number dist
2460 0.002269799 number dist
1980 0.001861499 dist dist
1940 0.000909999 number number
2180 0.001839099 dist number
1900 0.000826899 number dist
1860 0.000837801 number dist
2220 0.0018306 dist dist
2060 0.001334299 dist dist
2180 0.0016478 number number
2480 0.0025456 number dist
2000 0.0008814 dist number
2160 0.001729501 number number
1980 0.001355 number number
1860 0.000784401 dist dist
2180 0.0019999 dist dist
1900 0.000931601 dist number
2440 0.002963099 number number
1900 0.000795 number dist
2460 0.002412899 dist number
1820 0.000824701 dist dist
2180 0.0013474 number number
2320 0.0016858 number number
2100 0.001407299 dist dist
2480 0.002845299 number dist
2100 0.001291599 number dist
1900 0.000847301 number number
1940 0.000853699 number dist
2420 0.0022066 number number
2120 0.0014744 dist number
2480 0.0030318 number dist
1940 0.000729 dist dist
2180 0.0019344 number number
2300 0.001949001 dist number
1860 0.000853701 number dist
2240 0.001626699 dist dist
1860 0.000818799 number dist
1920 0.000891 dist number
1900 0.000836801 number dist
1860 0.000768499 number number
1860 0.000742901 dist number
2200 0.002030999 number dist
1860 0.0008492 number number
1900 0.000907301 number dist
1840 0.000816801 dist dist
2080 0.001291599 number dist
1860 0.0099 dist dist
1900 0.0008632 number dist
1960 0.001520799 dist number
1900 0.000951 number number
2080 0.001397399 dist dist
1900 0.0008282 dist dist
2000 0.0009982 dist number
2260 0.001808701 number number
1980 0.000775901 number number
2220 0.0023945 dist dist
2460 0.0021698 number number
2020 0.001284501 dist dist
2240 0.0015028 number dist
1860 0.0009144 number dist
2220 0.001958101 number number
2440 0.003595401 dist dist
1860 0.0010159 dist number
2040 0.0012061 number dist
2240 0.002285001 dist number
2080 0.0012994 number number
2100 0.001521999 dist dist
2060 0.001316899 dist dist
2480 0.002470101 number number
2100 0.001460701 dist number
2460 0.002516501 number dist
2240 0.002222099 number dist
2000 0.001156301 dist dist
1900 0.0008304 dist dist
1900 0.001155301 dist number
2460 0.0023761 number dist
1900 0.000799601 number number
2480 0.0023172 number number
2340 0.002185201 dist number
2460 0.0023668 number dist
2400 0.0021639 dist dist
2000 0.000976899 number number
1900 0.0009902 dist number
2100 0.0014843 number dist
1860 0.0007868 number dist
1920 0.000939501 dist dist
2000 0.000908701 number number
2160 0.001363999 number dist
2400 0.0026213 dist dist
1960 0.0009246 dist number
1860 0.000893401 number number
2340 0.0019101 dist dist
2440 0.002636999 dist dist
1900 0.001079799 number number
1900 0.0009007 number dist
2280 0.001283701 dist number
1860 0.0008203 number number
1860 0.001029601 dist number
1940 0.000831101 number dist
2220 0.0019199 dist number
2180 0.001674201 dist number
2120 0.0014485 number number
1860 0.0008383 number number
2060 0.001263601 number dist
1920 0.000917 dist dist
1920 0.000922601 dist number
2440 0.002265299 number dist
2040 0.001101 dist number
2020 0.0012068 dist number
1900 0.0008342 number number
2500 0.002576501 dist dist
2140 0.001402 dist dist
1900 0.0009533 dist dist
1960 0.000947499 dist dist
1860 0.000844201 dist dist
2300 0.0022298 number number
2540 0.0027511 number dist
2100 0.0016288 dist number
1900 0.0009625 dist dist
2160 0.012725299 dist dist
2280 0.001549401 number number
2240 0.0022859 dist dist
1960 0.0008143 dist dist
1940 0.000809399 number number
2080 0.0014072 number dist
1860 0.0008119 number number
1860 0.000807199 number dist
1940 0.0007895 dist number
2140 0.001239199 dist dist
1900 0.0008123 number number
2400 0.0028667 dist number
2100 0.001501 dist dist
2280 0.0015282 number dist
2000 0.001165701 dist number
2100 0.001796499 dist dist
1980 0.001301401 dist number
2500 0.0026785 dist number
1860 0.000786801 dist dist
2460 0.002308601 number dist
1860 0.000829301 number dist
2240 0.0018652 number dist
1900 0.000930999 number number
2180 0.0017442 dist dist
2380 0.0117719 dist dist
2520 0.0027628 number number
2340 0.0022221 dist number
2340 0.001962999 number dist
2060 0.001260701 number number
1960 0.0010906 number dist
1900 0.0009047 dist number
1860 0.001107599 dist dist
1900 0.000910999 dist dist
1980 0.000740301 dist number
2400 0.0020319 number number
2480 0.002895199 number dist
1860 0.0008063 dist dist
2220 0.0019762 number number
2360 0.0030651 dist dist
1900 0.0008585 number dist
2480 0.0025167 dist number
1900 0.0009454 dist dist
2080 0.001308099 dist number
2040 0.001333599 dist number
1820 0.0007431 dist dist
2360 0.002508601 number number
2160 0.0019278 dist dist
2180 0.002142899 dist dist
1920 0.000933001 dist dist
1880 0.000698099 dist number
1900 0.000893 number dist
2460 0.0030077 number dist
2120 0.000979299 dist dist
1900 0.000969199 dist number
2020 0.0011817 number number
2040 0.0015139 dist dist
2340 0.0017826 number number
1980 0.0013068 dist dist
1960 0.001004799 dist dist
1860 0.0007612 dist number
2220 0.0023682 dist dist
2440 0.002847501 number number
2360 0.0025167 number dist
2240 0.001674699 dist number
2000 0.0014251 dist dist
2340 0.002319 dist dist
1900 0.000865199 number dist
1840 0.0007306 number dist
1960 0.0015435 dist number
2480 0.002364399 number number
2320 0.002413699 dist number
1860 0.0007777 dist number
2460 0.002442701 number number
2400 0.0020643 number dist
1900 0.0007928 dist dist
2460 0.002384301 number number
2720 0.0029535 number number
1980 0.001187899 dist number
2260 0.0021803 dist number
2460 0.0022342 number dist
2520 0.0021835 number number
2060 0.0011611 dist number
2400 0.002111899 number dist
2400 0.002423601 dist dist
2300 0.0023952 number dist
1900 0.0009537 dist dist
2380 0.0022481 number dist
1900 0.000944699 dist number
2180 0.002081499 dist dist
2180 0.001992 dist dist
2280 0.002103699 number dist
2100 0.001254301 number number
2420 0.0025048 number number
2260 0.001945899 dist dist
2460 0.002976401 number number
2260 0.001632 number dist
2120 0.0014211 dist dist
2240 0.002231101 number number
1900 0.0007924 number number
2460 0.002547899 number dist
2340 0.0022987 dist dist
1980 0.001603099 number dist
2480 0.0024299 dist number
2160 0.0017364 dist number
2100 0.001796501 dist dist
1960 0.000807601 dist number
1900 0.0007276 number number
2260 0.0016648 dist number
1960 0.000930901 number number
2380 0.002515301 dist dist
2220 0.001837899 number number
1900 0.000835901 number dist
1860 0.0008345 number number
2240 0.0021062 dist number
2400 0.002468801 number number
1940 0.0007964 number number
2280 0.0023962 dist dist
2080 0.0011693 number number
2260 0.011262699 dist dist
2100 0.001769401 dist number
2160 0.001913199 dist dist
2200 0.002089 number dist
1880 0.000774399 dist dist
2460 0.002404001 number number
2280 0.002066899 dist number
2340 0.002030601 dist number
1900 0.0008331 number number
2480 0.0031216 dist dist
1900 0.0009802 dist dist
1980 0.0014193 number dist
1900 0.000805399 number number
1900 0.0009069 dist number
2400 0.002358899 dist number
2560 0.0034367 dist number
2400 0.002686301 number dist
1900 0.000862699 number dist
2260 0.002003001 number dist
1940 0.001358199 dist dist
1860 0.0008647 number dist
2240 0.001622 number number
2360 0.0018079 number dist
2000 0.000889 number dist
2060 0.001672799 dist number
2180 0.0012892 dist number
2240 0.0020415 number number
1960 0.0008471 number number
2180 0.0017347 number dist
1860 0.000783399 dist number
2220 0.0019965 number dist
1900 0.000794899 number number
1860 0.0009343 dist dist
1900 0.001022801 dist number
2380 0.0019464 dist dist
2400 0.002585199 number number
1860 0.0007674 number number
1840 0.0007046 dist dist
1900 0.000824901 number dist
2340 0.0031506 dist dist
1960 0.0008805 dist number
2300 0.002046499 number number
1900 0.0008151 number dist
1900 0.0008091 dist dist
1980 0.001290701 number number
2260 0.0016942 dist dist
1860 0.000785999 number number
1900 0.001041299 dist dist
2380 0.002151399 dist dist
2240 0.002039999 dist dist
1900 0.000939699 number dist
2160 0.001720999 dist number
1960 0.0008681 number dist
2400 0.0020663 number dist
1860 0.0008421 dist number
1900 0.000813999 number dist
1960 0.000916699 dist number
2180 0.002061401 dist number
1980 0.001517599 number number
2340 0.001890599 number number
1860 0.000880699 number dist
2320 0.0023552 number dist
2220 0.001938199 dist dist
2060 0.0012434 number dist
1860 0.0008661 dist number
2060 0.001136 number number
1860 0.000771399 number number
2360 0.0017752 number number
1900 0.0008204 number dist
2060 0.0011262 number dist
2400 0.002020901 number number
2460 0.002488601 number dist
2100 0.001826699 dist number
1940 0.001023399 number number
2220 0.002318099 dist number
1920 0.0011369 number number
1860 0.000800301 number dist
1900 0.0008103 dist number
1900 0.000858499 number number
1860 0.0008218 number number
2420 0.0026528 number number
2160 0.001841399 dist dist
1900 0.000823701 number number
1860 0.000796701 dist dist
2240 0.002134799 dist dist
2040 0.001107299 number number
2440 0.0025479 dist dist
1900 0.000845799 number number
2400 0.002420501 dist number
1900 0.000847499 number dist
2240 0.001784201 dist number
1860 0.000815401 dist dist
1940 0.000787199 number number
1900 0.000848801 number number
2220 0.002012401 dist number
1940 0.001097999 dist dist
1960 0.001008099 number dist
2000 0.0107469 dist dist
2040 0.001382 number number
1900 0.001153099 dist dist
1860 0.0008252 dist dist
1860 0.0008189 number number
2320 0.002046899 dist number
2460 0.002527701 dist dist
2240 0.0015904 number dist
2320 0.001824 dist number
1900 0.000946101 dist dist
2080 0.0014098 dist number
1860 0.000801499 number dist
1900 0.000932799 number number
2400 0.0021686 number dist
2440 0.0026679 number number
1900 0.0009003 dist number
1840 0.0007654 dist number
2600 0.002767199 number dist
2060 0.001173201 dist number
2140 0.0010541 dist dist
2140 0.0013802 number number
2400 0.003231301 number dist
2340 0.001813501 dist dist
1860 0.0008 number number
1900 0.000881301 number number
1860 0.000817499 number number
1860 0.000824899 dist dist
1900 0.0007571 number number
2220 0.0022735 dist number
2260 0.0022421 dist number
2280 0.0016504 dist number
1900 0.000900401 dist dist
2080 0.001235999 dist number
1960 0.000903599 dist number
2500 0.002207899 number dist
1900 0.0009392 dist number
2040 0.0011584 dist dist
1860 0.000945901 dist dist
2400 0.002022199 number dist
1960 0.000905799 number dist
2480 0.002527699 number number
2160 0.001733201 dist number
2080 0.001328799 dist number
1900 0.000842201 number number
1860 0.001028701 dist number
1960 0.000985901 dist number
2240 0.001834 dist number
2240 0.001837799 dist dist
1860 0.000985201 dist number
2300 0.011228499 dist dist
1900 0.0008588 number dist
1900 0.0008374 number dist
1900 0.000996601 dist number
1900 0.0008451 number dist
1900 0.001106701 number dist
1900 0.0007445 dist number
2040 0.0010432 number number
1900 0.000742099 number number
2100 0.001372799 number number
1960 0.000896099 dist number
1860 0.000836001 number dist
1900 0.00104 number dist
1880 0.001074501 dist dist
1900 0.0008152 number dist
2240 0.001815701 number number
2160 0.001929899 dist number
2480 0.0025497 number dist
2120 0.0015775 number dist
2480 0.002357 number dist
2060 0.0016304 dist number
2220 0.001818801 dist dist
1900 0.000907001 number number
1860 0.0009343 number number
1960 0.000825501 number dist
1900 0.000772999 dist dist
2240 0.001922401 dist dist
2540 0.0038015 dist number
1860 0.000864699 number number
2480 0.002779099 dist number
2340 0.001657201 number number
2160 0.0020522 dist dist
1960 0.000896199 number dist
2500 0.0028601 number number
1860 0.0007985 number dist
2080 0.0011532 number dist
2440 0.003245099 dist number
2020 0.0014878 dist number
1900 0.000858301 number dist
2180 0.0016611 dist dist
1860 0.000844199 dist dist
1960 0.0015053 dist number
1900 0.000860699 number dist
1900 0.000827099 number dist
1900 0.0007753 number number
1900 0.000825301 number dist
2240 0.0017728 number number
1960 0.0008831 number dist
2060 0.001616101 dist dist
2500 0.0026757 dist number
2420 0.0021066 number dist
2040 0.001114201 number dist
2480 0.0028382 number dist
1860 0.000847201 number number
1900 0.0008296 dist number
2260 0.0020083 dist dist
1900 0.000886 number number
2240 0.0019956 dist number
2680 0.0026054 number number
1900 0.0010129 dist dist
2240 0.0017827 dist number
2000 0.000784801 dist number
2080 0.001140199 dist dist
1900 0.0008203 number number
2600 0.0026278 number dist
1860 0.000788799 dist number
1860 0.000825 number number
1880 0.0011556 dist dist
1900 0.0009011 dist number
1860 0.0008085 number dist
1860 0.000830701 number dist
2100 0.001367201 number dist
2060 0.001644 dist dist
2160 0.0017722 number dist
2400 0.0022044 number number
1860 0.000900101 dist number
1860 0.0007896 number number
2180 0.0021104 dist dist
1960 0.001481699 dist number
1900 0.000805201 number number
1860 0.0008228 dist dist
1900 0.000966501 number number
1900 0.0009242 dist dist
1900 0.001025201 dist number
2040 0.001423601 dist dist
1940 0.0008717 dist dist
2100 0.0013794 dist number
2100 0.001463299 number dist
1960 0.0008915 dist number
1960 0.000977301 dist number
2040 0.0011793 dist number
2400 0.002007801 number number
2260 0.0016234 number number
1860 0.000934401 number dist
1960 0.000825699 number number
2520 0.0025581 number number
1860 0.00083 number number
1900 0.000932001 dist number
1900 0.0009999 dist dist
2040 0.001139 dist dist
2400 0.002439801 dist dist
1860 0.0009209 number number
2300 0.0022859 number dist
2200 0.001634201 number number
2160 0.0029775 dist dist
2280 0.003046201 dist dist
1860 0.001390799 dist number
2200 0.003676201 dist dist
2220 0.0027029 dist number
1940 0.0009019 number number
2500 0.002767001 dist dist
1900 0.0007567 number number
2340 0.002221901 dist number
1960 0.001605999 dist dist
2400 0.0021002 number number
2240 0.0020651 dist number
1900 0.000801099 number dist
2220 0.001952401 dist number
2260 0.0019352 number number
2140 0.0014549 dist dist
1960 0.0008466 number number
2260 0.001498101 dist number
2160 0.0017309 dist dist
1860 0.0011972 dist dist
1860 0.0008042 dist dist
1900 0.0009476 number dist
2280 0.0019139 number number
2260 0.0018333 dist dist
2420 0.0026874 dist dist
2240 0.0020519 number dist
2300 0.002159999 number number
1860 0.000760701 dist dist
1940 0.0007553 number dist
2100 0.001802501 dist number
1900 0.0009687 dist number
2500 0.002490999 dist number
1980 0.001492299 number dist
2280 0.0023347 dist dist
2360 0.002075899 dist dist
1860 0.000769901 dist number
1960 0.000913 number number
2300 0.002433401 dist dist
2240 0.0020514 dist number
1860 0.0008421 number dist
1860 0.0009377 number number
1860 0.0007873 number number
1940 0.000876301 dist number
1920 0.0009245 dist number
2480 0.002683699 number dist
2020 0.0008316 number number
2340 0.0023008 dist number
1960 0.0008649 dist dist
1860 0.0008058 number dist
1900 0.0010303 dist number
1920 0.0011157 dist number
2120 0.001388599 dist number
2040 0.0015332 dist dist
2460 0.002220399 number dist
1900 0.001044899 dist dist
2180 0.001680501 number dist
1860 0.000983999 dist dist
1860 0.0007842 number number
1900 0.000743201 dist dist
1900 0.000939199 number dist
1900 0.0008294 number dist
2260 0.0019131 dist number
1860 0.000829899 number dist
2280 0.001837699 dist number
2100 0.001522201 dist number
1860 0.001133299 dist number
2260 0.0017377 dist dist
1960 0.001004899 dist dist
1860 0.0008246 number number
1840 0.0008334 dist dist
1900 0.000907401 number number
2120 0.001403399 number dist
2580 0.0027289 number dist
1900 0.0009196 number dist
2180 0.001394999 dist number
1900 0.0009063 number number
1860 0.0010044 number number
2400 0.002725499 dist dist
2000 0.001505501 dist dist
2100 0.002028 number dist
2480 0.0027172 number number
1900 0.000891399 number number
1900 0.0008709 number dist
1900 0.0009032 number number
2380 0.0026161 dist number
2020 0.0019564 dist dist
1900 0.0009524 number dist
1860 0.000838399 number number
1920 0.0008542 number number
2240 0.0015084 dist dist
2600 0.0030299 number number
2540 0.013866199 number number
2180 0.0017109 dist number
1860 0.0009371 number dist
1900 0.001002701 dist dist
1860 0.0008052 dist dist
2400 0.0029014 number dist
2340 0.0018487 dist dist
2240 0.002224 dist number
2040 0.0011134 number number
1960 0.001005299 dist number
2280 0.0017289 number number
1900 0.0008977 number dist
1900 0.001169301 number number
2020 0.0013721 number number
2120 0.001373 number dist
2020 0.001942801 dist dist
2040 0.001323999 number number
2520 0.002466499 number number
1920 0.0007562 dist number
1860 0.0008328 number dist
2000 0.0008128 number dist
1900 0.001010099 number number
1900 0.0010017 dist dist
1860 0.000835199 dist number
1960 0.0008979 dist dist
1900 0.0008886 number dist
1900 0.0009798 dist dist
1840 0.000976 dist dist
2400 0.0023119 number dist
2400 0.002148301 number dist
2220 0.001970199 dist number
1900 0.001594101 dist dist
2160 0.0017349 dist dist
1840 0.000833901 dist dist
1900 0.001097799 dist dist
1920 0.001133701 dist number
1920 0.0014483 number number
1900 0.000948 dist number
1860 0.0009325 dist dist
2460 0.0025233 number dist
2320 0.0020798 dist dist
2020 0.001188699 dist dist
2060 0.001571 number dist
2420 0.0025179 number number
1900 0.000863 number number
2200 0.002119001 dist dist
1900 0.001021199 number number
1960 0.001031001 dist number
1960 0.000998801 number number
1980 0.001141501 number number
2340 0.002644599 dist dist
1980 0.0010025 dist number
2280 0.001721901 number dist
1900 0.0009428 number dist
2160 0.001777701 dist dist
1900 0.000889599 number dist
1940 0.0013816 dist number
1900 0.000950901 dist number
1900 0.0008586 number number
2340 0.002204699 dist number
2300 0.0025098 number number
2400 0.001914399 number number
1860 0.0009256 dist dist
1900 0.000832799 number dist
2240 0.002286899 dist dist
2100 0.0013123 number number
2200 0.002158999 dist dist
2060 0.0017456 dist dist
2180 0.002149499 dist dist
2460 0.0023554 number number
2060 0.0010384 dist dist
1900 0.000949301 dist number
1900 0.0010883 dist dist
1860 0.000960399 dist dist
1900 0.000874401 dist number
2020 0.001601901 dist number
1900 0.0009494 number number
2020 0.0015536 dist dist
2360 0.0025062 dist number
2600 0.002763201 number number
1900 0.000780401 dist dist
2400 0.002049701 number number
1900 0.0013015 number dist
2260 0.0016981 dist number
2180 0.001728601 number dist
2380 0.002792899 dist dist
2240 0.001793701 number number
1860 0.000798 number number
2400 0.0021511 dist number
2480 0.003235 number dist
1900 0.000919901 dist number
1900 0.000784199 dist dist
1900 0.000767899 number dist
1900 0.000944501 number dist
2020 0.001545 dist number
2480 0.002406199 number number
1940 0.0011508 dist number
1860 0.000945901 dist dist
2380 0.002870701 dist number
1900 0.0008527 number dist
2340 0.002374199 number dist
1860 0.001071699 dist number
2180 0.0019 number number
2160 0.001719201 dist dist
2560 0.0031778 number number
1980 0.0015958 number dist
1900 0.001139601 dist dist
1900 0.000946701 dist number
1960 0.001115201 dist number
1900 0.0009758 dist number
2240 0.0020923 dist number
2480 0.003575 dist number
1960 0.0010839 number dist
1840 0.0009885 dist number
2100 0.001730401 dist dist
2180 0.001686701 number number
2260 0.0026763 dist number
1900 0.000897399 number number
2280 0.002537501 dist dist
2400 0.0020722 number number
1900 0.000896599 number dist
1860 0.0009949 number number
1900 0.001222099 dist dist
2300 0.0014797 dist number
2400 0.0021443 number number
2000 0.001006401 dist number
2220 0.002376701 dist number
2160 0.001500099 number dist
1860 0.000894401 dist number
1860 0.000808799 number number
2180 0.001495099 dist dist
1900 0.000815399 number dist
1900 0.000836999 number number
1900 0.0008541 number number
2080 0.0011717 number number
2220 0.001583001 number number
1900 0.001030899 dist dist
1900 0.001093601 number dist
2320 0.0022376 dist number
1900 0.0007813 dist dist
1900 0.0008892 dist dist
2120 0.001643101 dist number
1900 0.0008973 number dist
2400 0.0026741 dist number
2160 0.0018648 dist dist
1920 0.001014901 dist dist
2100 0.001117001 dist number
1900 0.000885901 number dist
2160 0.0015922 number dist
1840 0.0010942 dist number
1900 0.001041099 number dist
2180 0.0019013 dist number
2460 0.002505501 number dist
2280 0.0016192 number number
1960 0.0010193 dist number
2400 0.002031999 number number
2700 0.0033469 dist number
1960 0.0016858 dist dist
1900 0.0008174 dist number
1900 0.000990999 dist dist
1900 0.0007621 number dist
2360 0.0020523 number dist
2300 0.003089499 number number
1900 0.000990099 dist dist
2100 0.001542201 number dist
1900 0.000919899 number dist
1900 0.000938101 dist number
2480 0.0030783 number dist
1900 0.000813501 number number
1900 0.000957501 dist number
1940 0.001477501 dist number
2220 0.001614501 dist number
1900 0.001009699 number dist
1900 0.0011042 dist number
1860 0.000828101 number dist
1900 0.00108 number number
2440 0.002812 dist dist
2460 0.0026493 number number
2340 0.002059999 number number
1900 0.000821101 number number
2180 0.002045299 dist number
1940 0.001171901 dist dist
1960 0.001536 dist number
1920 0.001212899 dist dist
1860 0.000839301 number number
2480 0.002432 number dist
2320 0.0015817 dist number
2260 0.002021099 number number
1860 0.0008648 dist dist
1900 0.0008582 dist number
2220 0.0027256 dist dist
2400 0.0023389 number dist
2180 0.0015276 dist dist
2180 0.001395399 dist dist
1900 0.0014239 dist dist
1900 0.0112923 number number
2380 0.0025938 number dist
2100 0.001455801 number dist
2100 0.001485001 dist dist
2060 0.0009863 dist number
2300 0.0020828 number number
1900 0.0011406 dist number
2420 0.0028295 number number
2180 0.002108899 dist dist
2360 0.002285801 dist dist
2220 0.0013874 number number
1980 0.001437501 dist number
1860 0.000808201 dist dist
1900 0.000863401 number number
1860 0.0009208 number dist
1900 0.0007701 number number
1900 0.000923899 number number
2040 0.0012751 dist number
1980 0.001596101 number dist
2240 0.0018225 dist dist
2080 0.001297 number number
1900 0.000818901 number number
2380 0.0021764 number dist
2380 0.002098799 number dist
1900 0.001016101 dist dist
1900 0.0009275 number number
2020 0.001446099 dist dist
1920 0.0010261 dist number
2280 0.001923099 dist number
2320 0.0026123 dist dist
1840 0.000764 dist number
2240 0.002146799 dist dist
2240 0.001830499 dist dist
2540 0.0034858 dist dist
1900 0.000841201 number dist
2400 0.0020993 number dist
1860 0.0009152 dist number
1860 0.0007561 dist number
1900 0.000924499 dist number
1860 0.000860901 dist dist
2360 0.003210101 dist dist
1940 0.0008218 dist dist
2120 0.001452199 dist dist
2160 0.0018235 dist dist
2000 0.001055601 number number
2440 0.002168699 number dist
1900 0.001024199 dist dist
1860 0.0010597 dist number
2460 0.0119558 number number
1900 0.0008962 number dist
1900 0.000891499 dist dist
2380 0.0025799 dist dist
2020 0.0011459 dist number
2060 0.001463501 dist dist
2020 0.0013285 dist dist
1900 0.0008101 number dist
1860 0.000854 number number
2100 0.001962799 dist number
2180 0.0016518 dist dist
2160 0.001708 number dist
1960 0.001043201 number number
2060 0.001122601 number number
1980 0.0014545 number number
1860 0.000887101 dist dist
2120 0.0017345 number dist
1860 0.0008097 number number
2080 0.0011588 number dist
2220 0.001708001 number number
1860 0.0007982 number dist
2300 0.0020321 number dist
2120 0.001305099 number dist
2180 0.0016756 number number
2040 0.001433701 dist number
2120 0.0107759 dist dist
2060 0.001173299 number dist
2160 0.002003001 dist dist
1980 0.0015545 dist number
2380 0.0017879 dist number
2400 0.002077 dist dist
1900 0.000884799 number number
2020 0.0012687 dist number
1840 0.0008226 dist number
1900 0.000949299 dist dist
2300 0.0021035 dist dist
1860 0.000846 number number
1980 0.001453799 number dist
2420 0.003226001 dist dist
1900 0.000896999 dist number
2340 0.001892 number number
2120 0.0016894 dist dist
1860 0.0008626 number dist
1860 0.000870601 number dist
2400 0.002505601 dist number
2280 0.0025541 dist number
2300 0.0022892 dist number
1860 0.0009965 number dist
1900 0.000859901 dist dist
1900 0.001021399 number dist
1900 0.0008842 number number
1940 0.000980901 number dist
1820 0.000744301 dist number
1900 0.0007956 number number
2080 0.0017005 dist dist
2120 0.0015298 dist number
1900 0.0009855 dist number
2100 0.0012759 number dist
2600 0.002774201 number dist
2480 0.0026298 number dist
1840 0.0009229 dist number
2320 0.001881601 dist number
1920 0.0007996 dist number
2100 0.0017031 dist dist
1960 0.000916099 dist number
2240 0.0014656 number dist
1900 0.0010154 number dist
1860 0.000894801 number number
1900 0.0008035 number number
1900 0.000952899 dist number
2040 0.0011212 number number
2580 0.0033602 number dist
1900 0.001054399 number dist
2440 0.003101601 dist number
2520 0.0029815 number dist
