makespan time indicator criteria
9830 1.966808799 dist dist
8740 1.706773 dist dist
9680 0.8629566 dist number
9340 1.8093636 number number
8540 1.6157759 dist dist
9940 1.0625243 dist number
9200 1.8534667 dist dist
10530 3.208594899 dist dist
9930 1.274103199 number number
8830 1.146891599 dist dist
9320 1.159402399 number dist
10440 1.2347971 number dist
11620 1.686293299 dist dist
10330 1.1237373 number number
11820 1.6805862 number dist
9210 1.568722399 dist dist
10420 1.758073 number dist
9400 1.475457599 dist number
9930 2.397374 dist number
9330 1.378814801 dist number
10000 1.232845101 dist number
11440 1.610975 number dist
9580 1.691819099 dist dist
9140 1.3421896 dist dist
10070 2.221826299 number dist
9140 1.7636471 dist number
9730 0.9613741 number number
10350 1.195579701 dist dist
10270 1.266869001 number number
9860 1.459120399 dist dist
10270 1.913978301 dist number
10240 1.7305478 number dist
9220 1.520783999 dist number
9560 1.501042201 dist number
9500 1.175553001 dist dist
9510 1.095775 number dist
9690 1.060897001 dist number
10400 1.350252299 dist dist
9560 1.824897 dist dist
10830 2.2648056 dist number
9140 1.0117013 dist dist
9790 1.0318427 dist number
10050 1.659870201 dist dist
9690 1.453238099 dist dist
9090 1.642560999 dist dist
10240 1.766905601 number dist
9230 1.1692222 dist number
10110 1.346859499 number number
9640 1.3821771 dist number
9550 1.4446935 dist number
10080 1.494452701 number number
10690 1.9215429 dist dist
10750 1.5604817 number dist
9820 1.988521901 dist dist
10240 1.477801001 number dist
9370 1.175140701 dist number
10160 1.206901299 dist number
9850 1.188092599 dist dist
9460 1.8029268 dist dist
9100 1.4310168 dist dist
9540 1.4539432 number number
10170 1.3162799 dist number
11140 1.909206799 number number
9550 1.3484978 dist number
11290 1.794918499 number dist
9490 1.526332401 dist dist
10730 1.459355901 number number
8940 0.8787117 dist number
9110 1.564892799 dist number
9340 1.396732399 dist number
8640 1.155852099 dist dist
11760 1.593327799 number number
10290 1.447268 number number
8780 0.963468701 number number
9480 1.2360563 dist dist
11210 2.0791631 number dist
9350 1.151831401 number number
10380 1.5869683 number dist
11620 1.838528299 number number
9460 1.2167399 dist number
10500 1.100843 number dist
10420 1.8245674 dist dist
10080 1.0186343 number dist
10220 1.4765319 number dist
11470 1.6307822 number dist
10600 1.232934101 number number
9620 1.692476299 number dist
9320 1.445286801 dist dist
10030 1.543337301 dist dist
9300 1.201873601 dist dist
9140 2.0452174 dist number
9030 1.1873022 dist number
9540 1.397444 dist number
9880 1.619254101 number dist
9970 1.4611426 number number
10220 1.3577461 dist dist
10260 1.530913499 number number
9210 1.792910301 dist number
10150 1.995184499 dist number
9520 1.488456 dist number
11060 1.9810306 number number
9440 1.826704999 dist number
11050 1.6620162 number dist
9370 1.0743158 dist dist
10910 1.9269411 number dist
10340 1.5836319 number dist
12030 2.290612301 number dist
9470 1.646972799 dist number
10220 2.5499313 dist number
10650 1.30942 dist dist
10600 1.147428001 number dist
9320 1.9214682 number dist
9050 1.587566201 dist dist
9940 2.005489501 dist number
9930 1.0484271 dist number
9390 2.045839799 dist number
9670 1.529151501 dist dist
8970 1.0360375 dist number
9850 1.7757833 dist number
9360 1.464525501 dist number
10350 1.635507999 dist dist
11350 2.243983401 number number
9960 1.224587501 number number
10040 1.3272259 number dist
10250 1.102096 number number
9930 1.7585062 number number
10750 1.6016627 number dist
9350 1.0016901 dist number
10140 1.3172903 dist number
9660 1.530322 dist number
9460 1.1949897 dist number
8860 1.2130846 dist dist
9430 1.4728564 dist dist
10120 1.145607001 number number
9190 1.454065899 dist dist
10640 1.3819083 number number
11560 1.812102799 number number
10080 1.542356999 number number
9490 1.909046599 dist number
8870 1.2815157 number dist
9690 1.324083201 number number
9580 1.087155301 dist dist
9070 1.182027299 dist number
9950 1.756632299 number dist
10330 1.348328601 number dist
9620 1.2185816 number number
10380 1.7360377 number number
9150 1.6589288 number dist
9040 1.718539699 dist number
9930 1.2186055 dist number
9400 1.626386301 dist dist
10310 1.779608299 dist number
11790 2.0252129 number number
10800 1.5449424 number dist
12550 1.8972865 number number
10040 1.4727288 number number
9820 1.3795789 dist dist
9140 1.5793995 number number
9850 1.405480501 dist dist
8440 1.307343601 dist dist
9120 1.387672001 dist number
9170 0.928161901 number dist
9900 1.4154265 dist dist
9150 0.899980499 dist number
9780 1.893213699 dist dist
11060 1.557956501 number number
11240 1.85691 number dist
10140 1.6179244 dist dist
10770 1.116505099 number number
10720 1.713470801 number number
10560 1.3745516 number number
9140 1.382118901 dist number
10290 1.486120899 number number
11770 1.8738768 number number
9820 1.600524801 number dist
9450 1.419138299 dist number
9570 1.3627163 dist dist
9480 1.863253899 dist number
9950 1.5598269 dist dist
9380 1.5595684 dist dist
10440 1.731267499 number dist
10520 1.1649614 number number
10270 1.543189801 dist number
11080 1.3228726 number number
9860 1.4596121 dist number
9270 1.967417899 dist dist
9040 2.0157951 dist dist
9620 1.309908899 dist dist
9950 1.541570899 number dist
10110 1.0273513 number number
10920 1.0867144 number dist
10880 1.964293499 number number
10390 1.6379836 dist number
10300 1.5598063 dist dist
10040 1.470495101 number number
11680 1.6749447 number dist
10000 2.2039935 dist number
10320 1.789523499 number number
10420 1.4018877 number dist
12320 2.285437799 number number
10120 1.7454158 dist dist
10790 1.540418001 dist number
10430 1.123242601 number number
9300 0.8075046 dist dist
9210 1.7099707 dist number
9050 1.4059385 dist dist
8580 0.792001301 dist number
9690 0.9131076 dist number
10590 1.341262 number dist
8950 1.368702399 dist number
9770 1.339946799 dist dist
10480 1.147586899 number number
10730 1.5584827 dist dist
10380 2.2132099 number number
11130 1.092325599 number number
10870 1.685017899 number dist
10270 1.3069168 number number
10390 1.5354969 number number
9360 1.163260599 dist number
9940 1.274605301 dist dist
10090 1.477424999 dist dist
10410 1.9441663 dist number
10120 1.3806684 number dist
9900 1.795662101 dist dist
9440 1.442194499 dist dist
9960 1.5579223 number number
12660 1.8041755 number dist
11700 1.4127002 number dist
11240 1.5603428 number number
9900 1.952062301 dist number
12240 2.006799201 number number
10400 1.8574379 number number
9570 1.291312901 dist dist
9970 1.9568337 dist number
9980 1.490161401 number number
9750 1.199576001 number number
10030 1.403468501 dist number
9840 1.132756001 dist dist
9060 1.6821235 dist number
11330 1.663806799 number dist
8750 1.294643399 dist number
10050 1.452295899 dist number
9950 1.7744018 dist dist
9730 1.7729052 dist number
10290 1.6873332 number dist
9320 1.422862 dist dist
8730 1.0567049 dist dist
9250 1.0105919 dist dist
12110 1.9799222 number number
10700 1.717736499 number number
9810 1.193976301 dist dist
9630 2.1031057 dist number
10620 2.2176888 dist dist
11150 1.4808087 number number
8890 1.137477401 dist dist
11120 1.6295307 number dist
9200 1.398731199 dist dist
11150 1.687926699 number dist
9760 1.326555401 number number
10340 1.2910529 number number
9560 1.4470285 dist number
10510 1.0815414 number dist
10480 1.579945701 number number
10420 1.483693299 number number
9310 1.2362316 dist dist
9350 1.3731677 number dist
9900 1.123214901 number number
10470 1.604248401 dist number
10680 1.5912938 number number
9720 1.000837001 number number
9480 1.1955799 dist dist
10550 1.474325 number number
11190 1.937975299 number dist
10390 1.280942899 dist dist
8670 1.1826239 dist number
10240 1.7392428 dist dist
9680 1.3738168 number number
10390 1.8813304 dist dist
9600 1.0630908 dist number
9220 1.093711699 dist dist
9800 1.4526936 dist dist
9160 1.5594991 dist number
11580 1.754581 number dist
10290 1.5383483 number number
9620 1.3800555 dist number
10490 1.4666881 dist number
11170 1.251826201 number dist
9520 1.653706301 dist number
12830 2.0684491 number number
10570 1.759995 number number
11210 1.7468085 number dist
10480 1.6524094 dist dist
10430 1.916035 dist dist
9490 0.981982401 number number
10550 1.4939648 dist number
9510 1.3767059 dist dist
10480 1.3651531 dist number
10460 1.925920399 number dist
10630 1.8667745 dist dist
9770 1.5309572 dist dist
9050 1.012376301 dist number
9670 1.686689599 dist number
10400 1.7709769 dist number
14160 2.5510251 number number
9640 2.080423899 dist dist
10490 1.3804344 dist dist
9320 1.198464201 dist number
9840 1.1309191 dist dist
9670 1.507851401 dist number
10380 1.4473314 number dist
10690 1.303103099 number dist
9930 1.566443599 number dist
9730 2.364791101 dist dist
9520 0.941777401 number number
10040 2.0023186 number dist
9670 1.2377777 dist number
11320 1.950402101 number number
9630 1.259589201 number number
9780 2.0216768 number dist
9720 1.7444631 dist dist
10490 1.674503801 number dist
10050 2.790457701 dist number
9800 1.5276172 dist dist
9700 2.0525825 dist dist
10260 1.399857101 number dist
10240 1.3146034 number number
9570 1.4895177 dist dist
11710 1.745108699 number number
12180 1.6495023 number dist
9930 1.7848525 number dist
10250 1.0516473 number dist
10060 1.759674499 dist dist
10810 1.270289599 number number
10920 1.500141801 number number
9070 1.1054448 dist dist
10390 1.492433399 number number
9830 2.1076981 dist dist
11330 1.456335701 number dist
10680 1.4922377 number number
9070 1.638645299 dist number
10100 1.3775057 dist number
9680 1.163519301 number number
10420 1.276433399 dist number
11030 1.1234045 number number
11450 1.576952201 number number
11190 1.189461 number dist
10930 1.355080999 number dist
10000 1.932803801 dist number
9480 2.139425501 dist number
9320 1.4771818 dist number
9780 1.497329601 number number
9680 1.406117801 dist number
10750 1.979320001 number number
10300 1.575461299 number number
9970 1.5405338 number number
8430 1.0977733 dist number
10930 1.9029713 number dist
9490 1.674486699 dist dist
10030 0.970098 dist dist
9500 0.9343999 number number
10050 1.002497799 dist dist
9520 1.6229029 dist dist
8490 0.751733199 dist number
9210 1.388279001 dist dist
10000 1.777181199 dist number
11360 1.2816921 number number
8920 1.311052801 number number
9910 1.1767726 dist dist
11340 1.7688944 dist number
11120 1.320526199 number number
9460 0.9367382 dist dist
11920 1.835960401 number number
10280 1.433553501 number dist
10660 1.3686559 number number
9760 1.609465901 dist dist
11490 1.499318299 number dist
9220 1.3780863 number dist
10340 1.6830067 number dist
9390 1.405874199 dist dist
10310 1.534401701 number dist
9870 1.581655399 dist dist
10480 1.352415 number dist
10800 1.419463799 dist number
11050 1.3515788 number number
9280 1.2893487 number number
11490 1.9513995 number number
10650 1.1177553 number number
9170 1.211108001 dist dist
9780 1.3924821 number number
11250 1.9485804 number number
9250 1.4767122 number dist
8880 1.0046204 dist number
9670 2.135048501 number number
11710 1.8846739 number dist
10330 1.3497838 number dist
8990 1.2925787 dist number
10190 1.5069726 number dist
9990 2.1093862 dist dist
9940 1.290072101 dist dist
9670 1.7592088 dist dist
10200 1.7030866 dist dist
9630 1.366084299 dist number
9700 1.4475465 dist dist
11610 1.596326001 number number
9710 1.59727 dist number
10030 1.6720169 dist dist
9090 1.1886423 dist dist
9020 1.3673477 dist dist
9550 1.8414165 dist number
8900 1.0945111 number number
9900 1.7714851 dist number
10880 1.2311718 number dist
12360 1.98909 number number
10020 1.2861291 dist dist
10360 1.628981299 dist dist
9760 1.3681331 dist number
9620 1.0594262 number dist
12640 1.534380801 number dist
9270 1.774040101 dist number
10960 1.169147101 number number
9190 1.583669 dist dist
9790 1.730465199 number dist
9530 1.345294799 dist dist
9540 1.097623699 number number
12280 1.487604 dist number
9320 1.469019801 dist dist
9690 1.018889001 dist dist
13000 1.8952976 number number
9290 1.5134074 number dist
9020 0.8707515 dist dist
9480 1.482173 dist dist
10110 1.257785701 number number
9360 1.2751512 number dist
10730 1.3097882 number dist
9880 1.4601482 dist number
9300 1.2590088 dist dist
9690 1.5459238 dist dist
10190 1.726017701 number dist
10210 1.930864399 dist number
10960 1.873956899 number dist
10610 1.4418458 number number
9780 1.6156889 number dist
10470 1.9554976 dist number
12030 1.620649801 number number
9270 1.558426901 dist dist
10080 1.358831699 dist number
10080 1.5582449 number number
10140 1.614332201 dist number
9120 0.948145501 dist dist
11890 1.624905699 number number
11440 1.641293199 dist dist
11280 1.1151185 number number
10550 1.603805101 number number
10870 1.0911815 number number
9690 1.5953285 number dist
8860 0.8060931 dist number
9400 1.4536859 dist dist
9770 0.845061301 dist number
10610 1.7239368 dist dist
9890 0.9907381 dist dist
10470 1.3531575 number number
9440 1.181464001 number dist
10720 1.5854791 dist dist
11130 1.949171801 number dist
9310 1.4741489 dist number
9310 1.0032455 dist dist
9550 1.1389727 dist dist
10690 1.1683897 number dist
12690 1.989624099 number dist
9620 1.4325099 dist number
9110 1.5224297 dist number
9300 1.108367399 dist number
9660 1.2275663 dist number
9610 1.258722101 dist dist
9510 1.3370924 dist dist
9810 1.472230201 number dist
9240 0.9785287 dist number
11040 1.7596722 number dist
9930 1.4374104 dist dist
10170 1.256921899 number dist
9320 1.309061899 number number
10780 1.2961063 number dist
10120 0.892002301 number number
9430 1.5460107 dist dist
10700 1.5283798 dist dist
9890 1.279872301 number dist
10590 1.974997399 number dist
12420 2.135235501 number number
11640 1.8232525 number number
12160 1.8367966 number number
9680 0.8674034 dist dist
12070 1.858253301 number number
10560 1.439419 dist number
11660 1.3516503 number dist
9130 1.033860001 dist number
13080 1.843540699 number dist
10740 1.537894799 dist number
9030 1.3666575 dist dist
10370 1.4187878 number number
10070 1.7239324 number dist
10500 1.8647511 number dist
9590 1.6453924 dist dist
9760 1.000178999 number number
10250 1.5771704 number number
8930 0.9184611 dist number
10270 1.0430942 number number
10460 1.4692075 number number
10540 1.582158401 dist dist
8530 1.0368886 dist number
10380 1.670303501 number number
10510 1.509224401 number dist
9270 1.622547499 dist number
11200 1.9411815 number number
9440 1.267147301 dist number
11650 1.4413955 number dist
9030 1.4389542 dist number
9920 1.4934983 dist number
10620 1.736551001 number dist
9740 1.8213817 dist dist
11780 2.605066099 number number
10310 1.623554799 number dist
10450 1.827053499 number dist
9100 1.4034359 dist dist
11160 1.490323801 number number
8990 1.3958485 dist number
12340 1.7189209 number number
9920 1.582321601 number dist
11830 1.930116101 number dist
9020 1.432386101 dist number
10640 1.5037543 number dist
9410 1.305955601 dist number
9620 1.3855688 number number
9380 1.036539301 number dist
9380 1.091619199 number number
10020 0.9923122 dist number
9480 1.2753734 dist dist
9920 1.8574713 number dist
10400 1.715952 number number
10550 2.2100988 dist dist
9510 1.027885701 dist number
10010 1.9008777 dist dist
9130 1.665115601 dist number
9570 1.336380001 number dist
10870 2.0883058 dist number
11940 1.4606951 number number
11090 1.491592599 number number
9080 1.4093453 dist dist
10460 1.2545028 number number
9720 1.747121 dist dist
10460 1.744795499 number number
9360 1.288383201 dist number
10810 1.7180066 number dist
10460 1.0628184 number number
9560 1.086850201 number number
9550 1.383104701 dist number
11300 1.6544026 number number
10310 1.363843401 number number
9440 1.1262916 dist number
9710 1.243134 dist number
9500 1.390017101 dist dist
9790 1.158853001 number dist
9780 1.484920199 dist dist
10120 1.5112387 dist number
9290 1.108447499 dist dist
9290 1.364309699 dist number
10530 1.419795899 number dist
9570 1.031062799 dist number
8970 1.2471565 dist dist
10040 1.8101776 dist dist
11000 1.682313601 number number
9620 1.9427765 dist dist
11330 2.0690117 number dist
9480 1.4480537 dist dist
9990 1.362362401 number number
9480 1.5581759 dist number
9240 1.6423999 dist dist
10030 1.545902101 number number
9830 1.664871201 dist dist
10440 1.7558013 number dist
10140 1.3363162 number number
11680 1.9389171 number dist
8740 1.2898293 dist number
10170 1.803995999 number number
9300 1.259953 dist dist
10450 1.0464362 number number
9600 2.2916403 dist dist
9820 1.640165301 dist number
12040 1.704779001 number dist
11380 2.0733109 dist number
9870 1.924909899 dist dist
9800 1.4993316 number dist
10790 1.6140459 dist number
10250 1.4430822 number number
10510 1.503604001 number dist
11340 2.0475291 number number
9710 1.1493887 dist number
10500 1.725949699 number number
9010 1.0758916 dist number
9810 1.2806585 number dist
10300 1.340039899 number dist
10570 1.393710099 number number
9880 2.2627405 dist dist
10470 1.332323801 number number
9640 1.5788025 number number
9430 1.756592099 dist dist
8760 1.518523301 dist number
11390 2.0194332 number number
10160 1.3970073 dist number
10200 1.4752429 number number
9810 1.855765601 number number
12220 2.4523434 number dist
9910 1.392768799 number number
9710 1.8792607 dist dist
10100 1.5311819 number dist
10560 0.957345401 number dist
9570 1.614951099 number dist
9940 1.635963099 dist number
10240 1.7316673 number dist
10740 1.584968701 number number
8980 1.746070701 dist dist
11110 1.7643983 number number
8990 1.280229799 dist number
10120 1.2759694 number number
8750 1.329343001 number number
12110 1.550163 number number
9920 1.269939899 dist number
11250 1.1612224 number dist
9790 2.203759 number dist
11040 1.616093699 number number
11020 1.4893893 number number
11180 1.256415 number number
9950 1.220649201 number number
10550 2.232941799 number dist
