makespan time indicator criteria
8910 1.820936 number dist
8270 1.1871441 number dist
7970 1.3716876 dist dist
8480 1.1376559 number dist
7890 0.7452317 number dist
8060 1.0827733 dist number
7470 0.7776772 dist number
7330 0.775479899 dist number
7880 1.1049709 dist dist
8680 1.1704065 number number
8440 1.3529884 number dist
7870 1.629073 dist dist
8020 0.9076006 number number
7800 1.2324377 dist number
9230 1.204109699 number number
7910 1.147507 number dist
7670 1.7201275 dist dist
8580 1.1230709 dist number
8050 1.0807204 number number
8010 1.2302945 dist dist
8560 0.8612879 number number
8060 0.9824341 dist dist
8330 1.0235171 dist dist
7650 0.964175099 number dist
8390 0.9801389 number number
7860 1.080115201 dist number
7640 0.854004599 number dist
7370 0.8414089 dist dist
7380 1.0110245 number dist
8560 0.949287 number number
8010 0.9230425 dist dist
8180 1.1561294 dist number
7890 0.915387399 number number
8570 1.531101199 number number
8910 1.4554854 dist number
8490 1.1284074 number number
8310 1.6001628 dist number
8020 1.2293161 dist number
8220 1.095421501 number dist
7590 1.142314601 number number
8300 1.2844722 dist number
7910 1.2859561 number dist
8330 1.280544 dist number
8480 1.312413999 dist number
7740 1.226121899 number number
7950 1.0428084 dist dist
8130 1.140623499 dist dist
7560 1.4916465 dist number
8470 0.967382699 dist dist
9720 1.796477899 number number
7810 1.149488899 dist number
8080 1.364504301 dist number
7980 1.5973838 dist dist
8450 1.7721506 dist number
7430 0.8224464 number dist
9220 1.526030599 number number
7890 1.4436616 dist number
8110 1.3745842 number number
8570 1.15129 dist number
7840 1.045075301 dist dist
7390 1.2565385 number number
7750 1.00878 dist number
8450 0.9758783 number number
7530 1.346288 dist dist
7910 0.618127401 dist number
8590 1.0723761 number number
8620 1.1748595 dist dist
8050 1.5987756 dist dist
6740 0.9146475 dist dist
7720 0.9814707 dist dist
8780 1.2865999 dist number
9450 1.5967309 number number
8150 0.9646899 dist dist
8110 1.3032126 number dist
7670 1.137851301 dist dist
7340 1.0271072 dist dist
8710 1.1431227 dist number
8700 1.485578999 number dist
7300 1.4024583 dist dist
8460 1.0751412 dist number
8730 1.536697199 number dist
8900 1.0218196 number number
8870 0.8937388 number dist
9530 1.440587101 number number
7510 1.042657699 dist number
9570 1.3860302 number dist
7920 1.1300735 number dist
8520 1.2188635 dist dist
7660 1.3718049 dist dist
7790 0.72325 number dist
7970 0.82072 number dist
7310 1.308609 dist dist
7510 1.0210854 dist dist
8690 0.9903919 dist dist
7510 1.0779393 dist number
8810 0.973152599 number dist
8480 1.131849 number dist
9900 1.765711201 number number
7950 0.840719299 number dist
7800 1.138655799 dist number
8620 1.2867201 number number
8230 1.092563801 number number
8300 0.9566036 number dist
8250 1.003455899 dist number
7940 1.5096821 dist dist
9470 1.631916 number dist
7790 1.369689899 dist number
8300 1.056788301 dist number
9230 1.1607985 number number
8170 1.427970799 number dist
7670 0.9953508 dist number
8530 0.7156505 dist dist
8550 1.482065301 dist dist
8100 1.0457826 dist dist
8140 1.1839011 dist number
8260 0.8828638 number dist
7760 1.0370575 number dist
8960 1.2715291 number dist
7670 1.1633406 dist dist
8350 1.246872299 number dist
8430 1.0988031 dist dist
8370 1.4333652 number dist
8740 1.2388013 number dist
8990 1.3664487 number dist
9160 1.312406 number dist
7560 0.620306001 dist dist
8980 1.1602406 number dist
8120 1.122367001 number number
8380 1.1835535 dist number
8210 0.8373999 dist dist
8090 1.4307099 number number
8430 1.1017144 number dist
7190 0.9308626 dist dist
8100 1.059446401 number number
8030 0.9389614 dist dist
8840 1.341859 dist dist
8490 0.9242257 dist dist
7690 0.9433047 dist dist
7320 1.506650901 dist dist
8580 1.2088277 dist dist
6810 0.647033299 dist number
7990 1.4229467 dist number
8120 1.168784 dist number
7920 1.1790014 number dist
8710 1.3852313 number number
7790 0.9433974 number number
8840 1.340217299 number number
8400 0.934757901 dist dist
8570 1.0831384 number number
9840 1.4739122 number dist
8690 1.444057499 number dist
8850 1.595647899 number dist
10690 2.152757699 number number
8400 1.635830699 number number
7600 1.472960099 number dist
8020 1.4775222 number dist
7820 1.194950999 dist number
7370 0.5346623 dist dist
7920 1.2117968 number dist
8440 1.4625097 number number
8280 1.8568417 dist number
8500 1.46769 dist number
7490 1.5072129 number dist
7210 1.0425423 dist number
7670 1.1331513 dist number
8490 0.901231299 dist dist
9510 2.501144001 dist number
7740 1.144212 dist number
8710 1.2033391 number number
7680 1.4202373 dist dist
9660 1.582774501 number number
8020 1.129893199 number dist
7560 1.0748595 dist dist
8110 0.9249525 number dist
8600 1.3336021 number number
9190 1.233456599 number dist
8270 1.1575757 number number
7770 0.9600243 dist dist
8620 1.212544501 number dist
9140 0.991493 number number
8250 0.9647253 number number
7610 1.1048646 dist dist
8040 1.3591846 number dist
8960 1.1608218 number number
8520 0.991734201 number number
7520 1.1693549 number dist
9110 1.176450799 number number
7800 1.2127218 dist dist
8220 1.2943804 dist dist
8740 1.276636099 number number
8660 1.3021595 number dist
7920 1.049279599 dist number
8580 1.3923026 number number
8000 0.856878001 dist number
7620 1.147958601 number number
7240 1.0398402 dist number
9300 1.2260649 number number
7890 1.484743 dist dist
8020 1.1989345 number dist
7890 0.8709842 dist number
8960 1.299021899 number dist
8780 1.324740401 number number
8260 0.922035 number number
7810 1.0502838 number dist
8140 1.4477543 dist dist
7980 1.193919 dist number
8030 1.1902519 dist number
9500 1.7266537 number number
9110 1.512009601 number number
9180 1.371759599 number dist
7960 1.336976599 dist number
8850 1.274628 number number
9090 1.2472474 number dist
7780 1.2111571 dist dist
10180 1.749490499 number dist
8040 1.3667075 number dist
8340 1.1603293 dist number
8620 1.3625733 number dist
8300 0.967911401 number number
9020 1.551226599 number number
7690 0.909655899 number dist
8080 1.250782901 dist number
9110 1.289684099 number number
9240 0.9340873 dist dist
7550 1.2789453 dist dist
8900 1.3896535 dist number
8100 1.2051341 number number
9010 1.497987101 number number
9230 1.022535301 number number
8690 1.2165912 number dist
7660 0.661813901 number dist
8560 1.520657301 number dist
7800 1.1639316 dist number
8620 1.1096136 number dist
8060 1.0076667 number number
8580 1.325805799 dist number
8970 1.2023608 number number
7400 0.6360363 dist dist
9250 1.6544957 number number
8910 1.2020093 number dist
7880 1.3088608 dist dist
7300 1.009936001 dist dist
8220 0.707902499 number number
9880 1.396778901 number number
7550 0.926858901 dist dist
8710 1.453831699 dist dist
8580 1.2572369 dist number
7570 1.2356225 dist number
8470 1.3521806 dist number
