makespan time indicator criteria
5460 0.233931001 number number
4910 0.257807401 dist number
5130 0.253796 number number
5390 0.203593599 number number
4380 0.175076499 dist dist
4920 0.154193299 number number
4820 0.149033101 number number
4870 0.183262799 dist number
5650 0.242373799 dist dist
5280 0.2506489 number number
5290 0.256705199 dist number
3980 0.1895406 dist number
4530 0.1534235 number number
4300 0.157176099 dist dist
4720 0.1731529 number number
5630 0.159398201 number number
4940 0.149216499 number number
4720 0.195859199 number number
4950 0.281335299 dist dist
4700 0.2293528 dist dist
5210 0.1690452 number dist
4920 0.1441993 number dist
6220 0.2329869 number dist
5190 0.1984168 dist dist
4670 0.2174213 number number
5940 0.227706299 number number
5620 0.234684 dist dist
5440 0.2644542 dist dist
5220 0.213871001 number dist
4900 0.1530034 dist number
4800 0.202138899 number dist
5090 0.201684 dist dist
4930 0.128360999 dist number
4920 0.2105457 number dist
4700 0.157964 dist dist
5160 0.204961701 number dist
5060 0.2219965 dist dist
4790 0.2403724 number dist
5380 0.230686399 number dist
3960 0.169485301 dist dist
5230 0.1858637 dist number
5500 0.2389853 number number
5260 0.2290039 number number
5320 0.2477569 dist number
4620 0.1630505 dist dist
5330 0.213492799 number dist
5620 0.1807462 number dist
4400 0.145434901 dist dist
4860 0.1599131 number dist
4780 0.1490606 number number
5910 0.239728299 dist dist
4860 0.203772399 number number
4950 0.1625178 dist dist
4690 0.2025231 dist dist
5510 0.2711608 dist dist
5120 0.1960509 number number
4470 0.162959299 dist number
5250 0.186106401 number number
5110 0.188230999 number number
5600 0.171308799 number dist
4970 0.176802099 dist number
4970 0.169140801 number number
5390 0.173771 number number
4400 0.1545865 dist dist
4310 0.185305399 number number
4580 0.155186301 number dist
5980 0.265085401 dist number
4670 0.167331599 number dist
4570 0.219896799 dist number
4360 0.147328001 number number
5140 0.269324899 dist dist
5630 0.2431327 dist dist
4570 0.1288643 number number
5740 0.23459 number dist
5390 0.3037371 dist number
5290 0.1758216 number number
5140 0.3051246 dist number
