makespan time indicator criteria
6260 0.157047 dist number
5620 0.159205199 dist dist
6050 0.2214396 dist dist
6800 0.2254951 number dist
6250 0.210247 dist number
6280 0.2041708 number dist
6380 0.212174499 number dist
6390 0.175822301 dist dist
6370 0.167424599 number number
5840 0.308841899 dist number
7210 0.200339501 dist number
5670 0.2144833 dist dist
6350 0.223751401 number dist
6380 0.171388699 number dist
6400 0.215632701 number dist
5910 0.2183045 dist number
6020 0.2036234 number number
6260 0.222838 dist dist
6200 0.2640096 dist dist
5790 0.205593101 number dist
7440 0.2474153 number dist
7080 0.2136269 number number
5470 0.1730371 dist dist
6940 0.2605305 dist number
6480 0.2017715 dist dist
6220 0.194106899 number dist
5900 0.1787071 dist dist
6250 0.226157499 dist dist
6020 0.108845599 dist number
7320 0.286685801 dist dist
5430 0.2370769 number number
6750 0.202968299 number dist
6200 0.211776299 dist number
7100 0.228934 number dist
6030 0.155722199 number number
6590 0.197446101 dist number
6820 0.230669 number number
6610 0.2125525 number dist
6300 0.128891201 number number
6090 0.211920599 dist dist
5500 0.1888466 dist number
6830 0.26156 number number
5670 0.231734299 number number
5540 0.129727601 dist dist
6100 0.212665299 dist number
6090 0.193908799 dist dist
6250 0.152100201 number number
5600 0.2304894 dist dist
5710 0.2273198 dist number
6590 0.249154 number dist
6050 0.2036907 number dist
6210 0.2874818 dist number
5480 0.211942499 dist dist
6470 0.183453399 number dist
6440 0.183423999 number number
6340 0.2279701 number dist
6040 0.146658601 number dist
6770 0.1975441 number dist
6020 0.166856099 dist number
5800 0.2194478 dist number
8570 0.377812 number number
5800 0.157659299 number dist
7120 0.2203563 number number
6160 0.198820301 number dist
6410 0.2277744 number number
7030 0.251794199 number number
5920 0.2458277 dist dist
6630 0.207248699 number dist
6160 0.2163706 dist number
7980 0.2853136 number number
6640 0.207818401 number number
6730 0.166849401 number dist
6950 0.1736104 number dist
5820 0.211972999 dist number
6280 0.187082 number dist
6160 0.178243101 number number
6090 0.284082201 dist number
6240 0.228760199 dist number
6540 0.214000999 dist dist
6110 0.1984265 dist number
6110 0.201613901 dist number
5770 0.1867877 dist number
6830 0.264420401 dist dist
7700 0.3300788 number dist
6940 0.179291401 number number
6920 0.201923401 number dist
7000 0.301035299 number dist
5590 0.175195401 dist dist
6740 0.217992401 dist number
6250 0.201817699 number dist
5530 0.142349201 dist dist
7570 0.2483291 number dist
6640 0.192838101 number number
5910 0.1516324 number dist
7460 0.1808278 dist number
6640 0.326148401 dist number
6680 0.2112531 number number
6270 0.1945851 number number
6410 0.2226854 number dist
5970 0.1808082 dist dist
5740 0.1472554 number number
5690 0.2057629 dist number
7110 0.3351493 dist number
6060 0.178999499 number number
6770 0.2156418 number dist
6950 0.2081565 dist dist
6390 0.2281023 dist dist
5910 0.232266899 dist dist
5990 0.205209301 dist dist
5610 0.195238 dist dist
6330 0.164495501 number dist
6190 0.189785799 number number
5930 0.225007199 dist number
6280 0.248842501 number dist
6690 0.222547 number dist
5580 0.141788 number number
6460 0.227705101 dist number
6260 0.2166533 number number
6190 0.1827026 dist number
6460 0.191287701 number number
5670 0.210160901 dist number
5840 0.278712101 dist number
5600 0.1897298 number dist
6820 0.225066601 dist dist
6430 0.1840507 number dist
6040 0.221580399 dist dist
5920 0.199400899 dist number
6370 0.199647401 dist dist
6440 0.240526 dist dist
5860 0.2394894 dist dist
6780 0.188197701 number dist
6380 0.266347799 number dist
6050 0.240743899 dist number
5750 0.1947225 number dist
6020 0.162981301 number number
5730 0.2039329 dist dist
5760 0.260544301 dist dist
6240 0.1929822 dist dist
6400 0.242060001 number dist
5660 0.133441901 dist number
5830 0.1885936 dist number
6050 0.1903798 number dist
6640 0.213860499 number number
6450 0.2193586 dist dist
5590 0.161749901 dist dist
6890 0.251670399 dist number
5940 0.268562 dist number
5850 0.215548899 number number
5560 0.166414801 dist dist
5690 0.174811699 number number
6050 0.257154 dist number
6540 0.2155761 number dist
7010 0.2110511 number number
6460 0.2956341 dist number
6090 0.183420401 number dist
6460 0.2529165 number number
5570 0.214786701 number dist
7150 0.295632999 number number
5880 0.171617201 number number
5960 0.2137533 dist dist
5470 0.1363901 dist number
6350 0.3290142 dist number
5920 0.1812805 dist number
6620 0.1929585 number dist
6380 0.233391401 number dist
6520 0.231981299 number dist
5560 0.180784601 dist number
6170 0.215694 number dist
6770 0.2082763 number dist
6300 0.212683999 number dist
6320 0.255843299 dist dist
6190 0.2784744 dist number
5970 0.1991367 dist dist
6220 0.2573537 dist number
5450 0.175947301 dist number
6610 0.271955301 number number
6060 0.233253599 dist dist
6530 0.204267199 number dist
6880 0.2294586 number number
6490 0.164111401 number number
6050 0.261381099 dist dist
6380 0.136236801 number dist
6300 0.2622213 dist number
5890 0.1851814 dist dist
6650 0.157682101 dist dist
6600 0.186991399 number dist
6050 0.223184701 dist dist
5420 0.1558224 number number
6210 0.2625493 dist number
6680 0.204197301 dist dist
6210 0.1391405 number dist
6410 0.176061099 number dist
6110 0.223789699 dist dist
6910 0.198403099 number number
6440 0.189495599 number number
6350 0.2231037 dist dist
6560 0.2564458 dist dist
6120 0.239413701 number dist
6420 0.2007621 number dist
6050 0.143517401 dist number
6700 0.3042956 number dist
5460 0.1591309 number dist
6110 0.163785099 number number
6690 0.2173397 number number
6310 0.188995301 number number
6400 0.2375256 dist number
6460 0.181548401 dist dist
6090 0.176097101 dist number
7160 0.2145738 number dist
6530 0.2102325 number number
5980 0.2596636 dist number
5480 0.223847001 dist dist
6020 0.2143009 dist dist
5480 0.131149101 number dist
6180 0.187889501 number dist
6150 0.152804801 number dist
6600 0.246483501 dist dist
6380 0.174014099 number number
7090 0.1714607 number dist
5550 0.193857501 dist dist
6390 0.2536465 dist dist
6170 0.236591801 dist dist
5760 0.2586139 dist dist
6940 0.205123901 number dist
6270 0.1712996 number number
6360 0.215983601 number number
6530 0.242460801 number dist
5670 0.231344701 dist number
