makespan time indicator criteria
6290 0.114052501 dist number
6580 0.2562481 number number
7420 0.2138998 number dist
6650 0.252379601 number dist
7000 0.208576299 number dist
5980 0.153438 number number
6330 0.277561001 dist number
5720 0.1835734 dist number
5830 0.1526541 dist number
7050 0.2314694 number number
8330 0.356953099 number number
7460 0.2298126 number number
6760 0.278091201 number dist
6750 0.275308501 dist number
5700 0.155872401 number number
6700 0.1998844 dist dist
6170 0.217679099 dist number
6220 0.1712253 number dist
7750 0.3387767 number dist
6280 0.21933 dist number
7050 0.204796801 number number
6630 0.2241505 dist dist
6320 0.23187 dist dist
7020 0.2550154 number number
7230 0.290895299 number dist
6610 0.1682583 number number
6800 0.1611737 number dist
6680 0.198024099 dist dist
6280 0.2629012 number dist
6090 0.1606003 number dist
6340 0.187305001 number dist
6980 0.187026199 number number
6380 0.139726001 number number
6540 0.1130753 dist number
7050 0.219753501 number number
7130 0.2385932 number number
5860 0.139666599 dist number
7160 0.3332435 dist dist
6410 0.216363299 number dist
6440 0.180580399 dist dist
7030 0.2441232 number number
6580 0.2276931 number number
6350 0.272813699 dist number
5710 0.188576 dist dist
5750 0.1425716 dist dist
6160 0.1949453 dist number
5870 0.164409899 dist dist
7260 0.2505558 number dist
5850 0.199919501 number number
6920 0.2442415 number dist
5960 0.170976201 dist number
6670 0.2467305 dist dist
7010 0.240798099 dist dist
6860 0.3155594 dist number
6540 0.292174999 dist number
9690 0.3190834 number number
6570 0.181927601 dist number
6190 0.1711808 number dist
5880 0.1779978 number number
6500 0.2617927 number number
7180 0.2788136 number dist
6060 0.1903778 dist dist
6220 0.210816201 number dist
6790 0.269325199 number number
6570 0.201835299 dist dist
5300 0.108927599 dist number
6660 0.213799799 dist number
5750 0.139542599 dist number
7390 0.2037567 number number
6870 0.2182431 number number
6140 0.2170408 dist number
6680 0.2515745 dist dist
5370 0.135026499 dist number
6150 0.145084699 number dist
5590 0.129893 dist dist
7280 0.2563252 number number
5920 0.094236699 dist number
7890 0.277476801 number dist
6180 0.2167225 number number
8050 0.303902299 number number
6620 0.241590499 dist dist
6110 0.1916058 number dist
6660 0.2605776 number dist
6640 0.299992 number number
6610 0.258182001 dist number
6160 0.166411401 number number
7700 0.2777072 number number
6500 0.166012899 dist dist
6460 0.1781456 number number
6400 0.18316 number dist
6200 0.2686913 dist number
6170 0.173993799 number dist
6700 0.172734 number dist
6330 0.1721329 number number
6720 0.289612999 number dist
5930 0.1870217 number number
6620 0.2462361 dist dist
5690 0.1849677 dist dist
6750 0.2123703 number dist
6500 0.174438499 number dist
6150 0.234896199 number dist
6340 0.224661799 number number
6690 0.3023957 dist dist
6360 0.2158472 dist number
6130 0.167440699 dist dist
6690 0.2461085 dist number
6050 0.1796662 dist number
6650 0.2228103 dist dist
6730 0.245925099 dist dist
5970 0.175700099 dist dist
7560 0.2385795 number dist
6810 0.247629999 dist number
5650 0.159558001 dist number
6450 0.2074918 number number
6640 0.211950101 number number
6150 0.136996401 dist number
5760 0.1607033 dist number
5670 0.202699 dist number
5590 0.1212896 dist number
7570 0.294429899 number number
6380 0.210127 number dist
6040 0.1976129 dist dist
7430 0.306858801 number dist
7080 0.208282201 number number
6420 0.2345145 number dist
6770 0.2271604 number number
5760 0.2113353 number dist
6570 0.225657901 number dist
6510 0.2007964 dist dist
6800 0.1920731 number dist
5960 0.135916 number dist
7490 0.2807882 number number
5720 0.2054602 number dist
7250 0.380119599 dist number
6500 0.2679599 dist number
